Rank Title Genre Director Year Runtime(Minutes) Rating Votes Revenue(Millions) Metascore,,
61 BatmanvSuperman:DawnofJustice Action,Adventure,Sci-Fi ZackSnyder 2016 151 6.7 472307 330.25 44
62 TheAutopsyofJaneDoe Horror,Mystery,Thriller Andreavredal 2016 86 6.8 35870 0 65
63 TheGirlontheTrain Crime,Drama,Mystery TateTaylor 2016 112 6.5 102177 75.31 48
64 FiftyShadesofGrey Drama,Romance,Thriller SamTaylor-Johnson 2015 125 4.1 244474 166.15 46
65 ThePrestige Drama,Mystery,Sci-Fi ChristopherNolan 2006 130 8.5 913152 53.08 66
66 Kingsman:TheSecretService Action,Adventure,Comedy MatthewVaughn 2014 129 7.7 440209 128.25 58
67 PatriotsDay Drama,History,Thriller PeterBerg 2016 133 7.4 39784 31.86 69
68 MadMax:FuryRoad Action,Adventure,Sci-Fi GeorgeMiller 2015 120 8.1 632842 153.63 90
69 Wakefield Drama RobinSwicord 2016 106 7.5 291 0.01 61,,
70 DeepwaterHorizon Action,Drama,Thriller PeterBerg 2016 107 7.2 89849 61.28 68
71 ThePromise Drama,History TerryGeorge 2016 133 5.9 149791 0 49,
72 Allied Action,Drama,Romance RobertZemeckis 2016 124 7.1 78079 40.07 60
73 AMonsterCalls Drama,Fantasy J.A.Bayona 2016 108 7.5 39134 3.73 76,
74 CollateralBeauty Drama,Romance DavidFrankel 2016 97 6.8 43977 30.98 23,
75 Zootopia Animation,Adventure,Comedy ByronHoward 2016 108 8.1 296853 341.26 78
76 PiratesoftheCaribbean:AtWorld'sEnd Action,Adventure,Fantasy GoreVerbinski 2007 169 7.1 498821 309.4 50
77 TheAvengers Action,Sci-Fi JossWhedon 2012 143 8.1 1045588 623.28 69,
78 InglouriousBasterds Adventure,Drama,War QuentinTarantino 2009 153 8.3 959065 120.52 69
79 PiratesoftheCaribbean:DeadMan'sChest Action,Adventure,Fantasy GoreVerbinski 2006 151 7.3 552027 423.03 53
80 Ghostbusters Action,Comedy,Fantasy PaulFeig 2016 116 5.3 147717 128.34 60
81 Inception Action,Adventure,Sci-Fi ChristopherNolan 2010 148 8.8 1583625 292.57 74
82 CaptainFantastic Comedy,Drama MattRoss 2016 118 7.9 105081 5.88 72,
83 TheWolfofWallStreet Biography,Comedy,Crime MartinScorsese 2013 180 8.2 865134 116.87 75
84 GoneGirl Crime,Drama,Mystery DavidFincher 2014 149 8.1 636243 167.74 79
85 FuriousSeven Action,Crime,Thriller JamesWan 2015 137 7.2 301249 350.03 67
86 JurassicWorld Action,Adventure,Sci-Fi ColinTrevorrow 2015 124 7 455169 652.18 59
87 LivebyNight Crime,Drama BenAffleck 2016 129 6.4 27869 10.38 49,
88 Avatar Action,Adventure,Fantasy JamesCameron 2009 162 7.8 935408 760.51 83
89 TheHatefulEight Crime,Drama,Mystery QuentinTarantino 2015 187 7.8 341170 54.12 68
90 TheAccountant Action,Crime,Drama GavinO'Connor 2016 128 7.4 162122 86.2 51
91 Prisoners Crime,Drama,Mystery DenisVilleneuve 2013 153 8.1 431185 60.96 74
92 Warcraft Action,Adventure,Fantasy DuncanJones 2016 123 7 187547 47.17 32
93 TheHelp Drama TateTaylor 2011 146 8.1 342429 169.71 62,,
94 WarDogs Comedy,Crime,Drama ToddPhillips 2016 114 7.1 106463 43.02 57
95 Avengers:AgeofUltron Action,Adventure,Sci-Fi JossWhedon 2015 141 7.4 516895 458.99 66
96 TheNiceGuys Action,Comedy,Crime ShaneBlack 2016 116 7.4 175067 36.25 70
97 Kiminonawa Animation,Drama,Fantasy MakotoShinkai 2016 106 8.6 34110 4.68 79
98 TheVoid Horror,Mystery,Sci-Fi JeremyGillespie 2016 90 5.8 9247 0.15 62
99 PersonalShopper Drama,Mystery,Thriller OlivierAssayas 2016 105 6.3 10181 1.29 77
100 TheDeparted Crime,Drama,Thriller MartinScorsese 2006 151 8.5 937414 132.37 85
101 Legend Biography,Crime,Drama BrianHelgeland 2015 132 7 108836 1.87 55
102 Thor Action,Adventure,Fantasy KennethBranagh 2011 115 7 570814 181.02 57
103 TheMartian Adventure,Drama,Sci-Fi RidleyScott 2015 144 8 556097 228.43 80
104 Contratiempo Crime,Mystery,Thriller OriolPaulo 2016 106 7.9 7204 0 0
105 TheManfromU.N.C.L.E. Action,Adventure,Comedy GuyRitchie 2015 116 7.3 202973 45.43 56
106 HellorHighWater Crime,Drama,Thriller DavidMackenzie 2016 102 7.7 115546 26.86 88
107 TheComedian Comedy TaylorHackford 2016 120 5.4 1954 1.66 40,,
108 TheLegendofTarzan Action,Adventure,Drama DavidYates 2016 110 6.3 117590 126.59 44
109 AllWeHad Drama KatieHolmes 2016 105 5.8 1004 0 48,,
110 ExMachina Drama,Mystery,Sci-Fi AlexGarland 2014 108 7.7 339797 25.44 78
111 TheBelkoExperiment Action,Horror,Thriller GregMcLean 2016 89 6.3 3712 10.16 44
112 12YearsaSlave Biography,Drama,History SteveMcQueen 2013 134 8.1 486338 56.67 96
113 TheBadBatch Romance,Sci-Fi AnaLilyAmirpour 2016 118 6.1 512 0 65,
114 300 Action,Fantasy,War ZackSnyder 2006 117 7.7 637104 210.59 52
115 HarryPotterandtheDeathlyHallows:Part2 Adventure,Drama,Fantasy DavidYates 2011 130 8.1 590595 380.96 87
116 OfficeChristmasParty Comedy JoshGordon 2016 105 5.8 30761 54.73 42,,
117 TheNeonDemon Horror,Thriller NicolasWindingRefn 2016 118 6.2 50359 1.33 51,
118 Dangal Action,Biography,Drama NiteshTiwari 2016 161 8.8 48969 11.15 0
119 10CloverfieldLane Drama,Horror,Mystery DanTrachtenberg 2016 104 7.2 192968 71.9 76
120 FindingDory Animation,Adventure,Comedy AndrewStanton 2016 97 7.4 157026 486.29 77
121 MissPeregrine'sHomeforPeculiarChildren Adventure,Drama,Family TimBurton 2016 127 6.7 101058 87.24 57
122 Divergent Adventure,Mystery,Sci-Fi NeilBurger 2014 139 6.7 362093 150.83 48
123 MikeandDaveNeedWeddingDates Adventure,Comedy,Romance JakeSzymanski 2016 98 6 53183 46.01 51
124 Boyka:UndisputedIV Action TodorChapkanov 2016 86 7.4 10428 0 0,,
125 TheDarkKnightRises Action,Thriller ChristopherNolan 2012 164 8.5 1222645 448.13 78,
126 TheJungleBook Adventure,Drama,Family JonFavreau 2016 106 7.5 198243 364 77
127 Transformers:AgeofExtinction Action,Adventure,Sci-Fi MichaelBay 2014 165 5.7 255483 245.43 32
128 Nerve Adventure,Crime,Mystery HenryJoost 2016 96 6.6 69651 38.56 58
129 MammaMia! Comedy,Family,Musical PhyllidaLloyd 2008 108 6.4 153481 143.7 51
130 TheRevenant Adventure,Drama,Thriller AlejandroGonzalez 2015 156 8 499424 183.64 76
131 Fences Drama DenzelWashington 2016 139 7.3 50953 57.64 79,,
132 IntotheWoods Adventure,Comedy,Drama RobMarshall 2014 125 6 109756 128 69
133 TheShallows Drama,Horror,Thriller JaumeCollet-Serra 2016 86 6.4 78328 55.12 59
134 Whiplash Drama,Music DamienChazelle 2014 107 8.5 477276 13.09 88,
135 Furious6 Action,Crime,Thriller JustinLin 2013 130 7.1 318051 238.67 61
136 ThePlaceBeyondthePines Crime,Drama,Thriller DerekCianfrance 2012 140 7.3 200090 21.38 68
137 NoCountryforOldMen Crime,Drama,Thriller EthanCoen 2007 122 8.1 660286 74.27 91
138 TheGreatGatsby Drama,Romance BazLuhrmann 2013 143 7.3 386102 144.81 55,
139 ShutterIsland Mystery,Thriller MartinScorsese 2010 138 8.1 855604 127.97 63,
140 Brimstone Mystery,Thriller,Western MartinKoolhoven 2016 148 7.1 13004 0 44
141 StarTrek Action,Adventure,Sci-Fi J.J.Abrams 2009 127 8 526324 257.7 82
142 DiaryofaWimpyKid Comedy,Family ThorFreudenthal 2010 94 6.2 34184 64 56,
143 TheBigShort Biography,Comedy,Drama AdamMcKay 2015 130 7.8 246360 70.24 81
144 Room Drama LennyAbrahamson 2015 118 8.2 224132 14.68 86,,
145 DjangoUnchained Drama,Western QuentinTarantino 2012 165 8.4 1039115 162.8 81,
146 Ah-ga-ssi Drama,Mystery,Romance Chan-wookPark 2016 144 8.1 33418 2.01 84
147 TheEdgeofSeventeen Comedy,Drama KellyFremonCraig 2016 104 7.4 47694 14.26 77,
148 Watchmen Action,Drama,Mystery ZackSnyder 2009 162 7.6 410249 107.5 56
149 Superbad Comedy GregMottola 2007 113 7.6 442082 121.46 76,,
150 Inferno Action,Adventure,Crime RonHoward 2016 121 6.2 97623 34.26 42
151 TheBFG Adventure,Family,Fantasy StevenSpielberg 2016 117 6.4 50853 55.47 66
152 TheHungerGames Adventure,Sci-Fi,Thriller GaryRoss 2012 142 7.2 735604 408 68
153 WhiteGirl Drama ElizabethWood 2016 88 5.8 4299 0.2 65,,
154 Sicario Action,Crime,Drama DenisVilleneuve 2015 121 7.6 243230 46.88 82
155 TwinPeaks:TheMissingPieces Drama,Horror,Mystery DavidLynch 2014 91 8.1 1973 0 0
156 AliensvsPredator-Requiem Action,Horror,Sci-Fi ColinStrause 2007 94 4.7 97618 41.8 29
157 PacificRim Action,Adventure,Sci-Fi GuillermodelToro 2013 131 7 400519 101.79 64
158 CrazyStupidLove Comedy,Drama,Romance GlennFicarra 2011 118 7.4 396714 84.24 68
159 ScottPilgrimvs.theWorld Action,Comedy,Fantasy EdgarWright 2010 112 7.5 291457 31.49 69
160 HotFuzz Action,Comedy,Mystery EdgarWright 2007 121 7.9 373244 23.62 81
161 Mine Thriller,War FabioGuaglione 2016 106 6 5926 0 40,
162 FreeFire Action,Comedy,Crime BenWheatley 2016 90 7 6946 1.8 63
163 X-Men:DaysofFuturePast Action,Adventure,Sci-Fi BryanSinger 2014 132 8 552298 233.91 74
164 JackReacher:NeverGoBack Action,Adventure,Crime EdwardZwick 2016 118 6.1 78043 58.4 47
165 CasinoRoyale Action,Adventure,Thriller MartinCampbell 2006 144 8 495106 167.01 80
166 Twilight Drama,Fantasy,Romance CatherineHardwicke 2008 122 5.2 361449 191.45 56
167 NowYouSeeMe2 Action,Adventure,Comedy JonM.Chu 2016 129 6.5 156567 65.03 46
168 WomaninGold Biography,Drama,History SimonCurtis 2015 109 7.3 39723 33.31 51
169 13Hours Action,Drama,History MichaelBay 2016 144 7.3 76935 52.82 48
170 Spectre Action,Adventure,Thriller SamMendes 2015 148 6.8 308981 200.07 60
171 Nightcrawler Crime,Drama,Thriller DanGilroy 2014 118 7.9 332476 32.28 76
172 KuboandtheTwoStrings Animation,Adventure,Family TravisKnight 2016 101 7.9 72778 48.02 84
173 BeyondtheGates Adventure,Horror JacksonStewart 2016 84 5.2 2127 0 59,
174 Her Drama,Romance,Sci-Fi SpikeJonze 2013 126 8 390531 25.56 90
175 Frozen Animation,Adventure,Comedy ChrisBuck 2013 102 7.5 451894 400.74 74
176 Tomorrowland Action,Adventure,Family BradBird 2015 130 6.5 143069 93.42 60
177 DawnofthePlanetoftheApes Action,Adventure,Drama MattReeves 2014 130 7.6 337777 208.54 79
178 TropicThunder Action,Comedy BenStiller 2008 107 7 321442 110.42 71,
179 TheConjuring2 Horror,Mystery,Thriller JamesWan 2016 134 7.4 137203 102.46 65
180 Ant-Man Action,Adventure,Comedy PeytonReed 2015 117 7.3 368912 180.19 64
181 BridgetJones'sBaby Comedy,Romance SharonMaguire 2016 118 6.7 43086 24.09 59,
182 TheVVitch:ANew-EnglandFolktale Horror,Mystery RobertEggers 2015 92 6.8 101781 25.14 83,
183 Cinderella Drama,Family,Fantasy KennethBranagh 2015 105 7 117018 201.15 67
184 Realive Sci-Fi MateoGil 2016 112 5.9 1176 0 0,,
185 Forushande Drama,Thriller AsgharFarhadi 2016 124 8 22389 3.4 85,
186 Love Drama,Romance Gaspar 2015 135 6 24003 0 51,
187 BillyLynn'sLongHalftimeWalk Drama,War AngLee 2016 113 6.3 11944 1.72 53,
188 CrimsonPeak Drama,Fantasy,Horror GuillermodelToro 2015 119 6.6 97454 31.06 66
189 Drive Crime,Drama NicolasWindingRefn 2011 100 7.8 461509 35.05 78,
190 Trainwreck Comedy,Drama,Romance JuddApatow 2015 125 6.3 106364 110.01 75
191 TheLightBetweenOceans Drama,Romance DerekCianfrance 2016 133 7.2 27382 12.53 60,
192 BelowHerMouth Drama AprilMullen 2016 94 5.6 1445 0 42,,
193 Spotlight Crime,Drama,History TomMcCarthy 2015 128 8.1 268282 44.99 93
194 Morgan Horror,Sci-Fi,Thriller LukeScott 2016 92 5.8 22107 3.91 48
195 Warrior Action,Drama,Sport GavinO'Connor 2011 140 8.2 355722 13.65 71
196 CaptainAmerica:TheFirstAvenger Action,Adventure,Sci-Fi JoeJohnston 2011 124 6.9 547368 176.64 66
197 Hacker Crime,Drama,Thriller AkanSatayev 2016 95 6.3 3799 0 0
198 IntotheWild Adventure,Biography,Drama SeanPenn 2007 148 8.1 459304 18.35 73
199 TheImitationGame Biography,Drama,Thriller MortenTyldum 2014 114 8.1 532353 91.12 73
200 CentralIntelligence Action,Comedy,Crime RawsonMarshall 2016 107 6.3 97082 127.38 52
201 EdgeofTomorrow Action,Adventure,Sci-Fi DougLiman 2014 113 7.9 471815 100.19 71
202 ACureforWellness Drama,Fantasy,Horror GoreVerbinski 2016 146 6.5 12193 8.1 47
203 Snowden Biography,Drama,Thriller OliverStone 2016 134 7.3 79855 21.48 58
204 IronMan Action,Adventure,Sci-Fi JonFavreau 2008 126 7.9 737719 318.3 79
205 Allegiant Action,Adventure,Mystery RobertSchwentke 2016 120 5.7 70504 66 33
206 X:FirstClass Action,Adventure,Sci-Fi MatthewVaughn 2011 132 7.8 550011 146.41 65
207 Raw(II) Drama,Horror JuliaDucournau 2016 99 7.5 5435 0.51 81,
208 Paterson Comedy,Drama,Romance JimJarmusch 2016 118 7.5 26089 2.14 90
209 Bridesmaids Comedy,Romance PaulFeig 2011 125 6.8 227912 169.08 75,
210 TheGirlwithAlltheGifts Drama,Horror,Thriller ColmMcCarthy 2016 111 6.7 23713 0 67
211 SanAndreas Action,Adventure,Drama BradPeyton 2015 114 6.1 161396 155.18 43
212 SpringBreakers Drama HarmonyKorine 2012 94 5.3 114290 14.12 63,,
213 Transformers Action,Adventure,Sci-Fi MichaelBay 2007 144 7.1 531112 318.76 61
214 OldBoy Action,Drama,Mystery SpikeLee 2013 104 5.8 54679 0 49
215 Thor:TheDarkWorld Action,Adventure,Fantasy AlanTaylor 2013 112 7 443584 206.36 54
216 GodsofEgypt Action,Adventure,Fantasy AlexProyas 2016 126 5.5 73568 31.14 25
217 CaptainAmerica:TheWinterSoldier Action,Adventure,Sci-Fi AnthonyRusso 2014 136 7.8 542362 259.75 70
218 MonsterTrucks Action,Adventure,Comedy ChrisWedge 2016 104 5.7 7044 33.04 41
219 ADarkSong Drama,Horror LiamGavin 2016 100 6.1 1703 0 67,
220 Kick-Ass Action,Comedy MatthewVaughn 2010 117 7.7 456749 48.04 66,
221 HardcoreHenry Action,Adventure,Sci-Fi IlyaNaishuller 2015 96 6.7 61098 9.24 51
222 Cars Animation,Adventure,Comedy JohnLasseter 2006 117 7.1 283445 244.05 73
223 ItFollows Horror,Mystery DavidRobertMitchell 2014 100 6.9 136399 14.67 83,
224 TheGirlwiththeDragonTattoo Crime,Drama,Mystery DavidFincher 2011 158 7.8 348551 102.52 71
225 We'retheMillers Comedy,Crime RawsonMarshall 2013 110 7 334867 150.37 44,
226 AmericanHoney Drama AndreaArnold 2016 163 7 19660 0.66 79,,
227 TheLobster Comedy,Drama,Romance YorgosLanthimos 2015 119 7.1 121313 8.7 82
228 Predators Action,Adventure,Sci-Fi NimrAntal 2010 107 6.4 179450 52 51
229 Maleficent Action,Adventure,Family RobertStromberg 2014 97 7 268877 241.41 56
230 Rupture Horror,Sci-Fi,Thriller StevenShainberg 2016 102 4.8 2382 0 35
231 Pan'sLabyrinth Drama,Fantasy,War GuillermodelToro 2006 118 8.2 498879 37.62 98
232 AKindofMurder Crime,Drama,Thriller AndyGoddard 2016 95 5.2 3305 0 50
233 Apocalypto Action,Adventure,Drama MelGibson 2006 139 7.8 247926 50.86 68
234 Mission:Impossible-RogueNation Action,Adventure,Thriller ChristopherMcQuarrie 2015 131 7.4 257472 195 75
235 TheHuntsman:Winter'sWar Action,Adventure,Drama CedricNicolas-Troyan 2016 114 6.1 66766 47.95 35
236 ThePerksofBeingaWallflower Drama,Romance StephenChbosky 2012 102 8 377336 17.74 67,
237 Jackie Biography,Drama,History PabloLarran 2016 100 6.8 41446 13.96 81
238 TheDisappointmentsRoom Drama,Horror,Thriller D.J.Caruso 2016 85 3.9 4895 2.41 31
239 TheGrandBudapestHotel Adventure,Comedy,Drama WesAnderson 2014 99 8.1 530881 59.07 88
240 TheHost Action,Adventure,Romance AndrewNiccol 2013 125 5.9 96852 26.62 35
241 Fury Action,Drama,War DavidAyer 2014 134 7.6 332234 85.71 64
242 InsideOut Animation,Adventure,Comedy PeteDocter 2015 95 8.2 416689 356.45 94
243 RockDog Animation,Adventure,Comedy AshBrannon 2016 90 5.8 1109 9.4 48
244 TerminatorGenisys Action,Adventure,Sci-Fi AlanTaylor 2015 126 6.5 205365 89.73 38
245 PercyJackson&theOlympians Adventure,Family,Fantasy ChrisColumbus 2010 118 5.9 148949 88.76 47
246 LesMisarables Drama,Musical,Romance TomHooper 2012 158 7.6 257426 148.78 63
247 ChildrenofMen Drama,Sci-Fi,Thriller AlfonsoCuaran 2006 109 7.9 382910 35.29 84
248 20thCenturyWomen Comedy,Drama MikeMills 2016 119 7.4 14708 5.66 83,
249 Spy Action,Comedy,Crime PaulFeig 2015 119 7.1 188017 110.82 75
250 TheIntouchables Biography,Comedy,Drama OlivierNakache 2011 112 8.6 557965 13.18 57
251 BonjourAnne Comedy,Drama,Romance EleanorCoppola 2016 92 4.9 178 0.32 50
252 Kynodontas Drama,Thriller YorgosLanthimos 2009 94 7.3 50946 0.11 73,
253 StraightOuttaCompton Biography,Drama,History F.GaryGray 2015 147 7.9 139831 161.03 72
254 TheAmazingSpider-Man2 Action,Adventure,Sci-Fi MarcWebb 2014 142 6.7 342183 202.85 53
255 TheConjuring Horror,Mystery,Thriller JamesWan 2013 112 7.5 330305 137.39 68
256 TheHangover Comedy ToddPhillips 2009 100 7.8 611563 277.31 73,,
257 Battleship Action,Adventure,Sci-Fi PeterBerg 2012 131 5.8 210349 65.17 41
258 RiseofthePlanetoftheApes Action,Drama,Sci-Fi RupertWyatt 2011 105 7.6 422290 176.74 68
259 LightsOut Horror DavidF.Sandberg 2016 81 6.4 69823 67.24 58,,
260 Norman:TheNewYorkFixer Drama,Thriller JosephCedar 2016 118 7.1 664 2.27 76,
261 Birdmanor Comedy,Drama,Romance AlejandroGonzlez 2014 119 7.8 440299 42.34 88
262 BlackSwan Drama,Thriller DarrenAronofsky 2010 108 8 581518 106.95 79,
263 DearWhitePeople Comedy,Drama JustinSimien 2014 108 6.2 21715 4.4 79,
264 Nymphomaniac:Vol.I Drama LarsvonTrier 2013 117 7 90556 0.79 64,,
265 TeenageMutantNinjaTurtles Action,Adventure,Comedy DaveGreen 2016 112 6 59312 0.54 40
266 KnockKnock Drama,Horror,Thriller EliRoth 2015 99 4.9 53441 0.03 53
267 DirtyGrandpa Comedy DanMazer 2016 102 6 75137 35.54 18,,
268 CloudAtlas Drama,Sci-Fi TomTykwer 2012 172 7.5 298651 27.1 55,
269 X-MenOrigins:Wolverine Action,Adventure,Sci-Fi GavinHood 2009 107 6.7 388447 179.88 40
270 Satanic Horror JeffreyG.Hunt 2016 85 3.7 2384 0 0,,
271 Skyfall Action,Adventure,Thriller SamMendes 2012 143 7.8 547386 304.36 81
272 TheHobbit:AnUnexpectedJourney Adventure,Fantasy PeterJackson 2012 169 7.9 668651 303 58,
273 21JumpStreet Action,Comedy,Crime PhilLord 2012 110 7.2 432046 138.45 69
274 SingStreet Comedy,Drama,Music JohnCarney 2016 106 8 52144 3.23 79
275 Ballerina Animation,Adventure,Comedy EricSummer 2016 89 6.8 4729 0 0
276 Oblivion Action,Adventure,Mystery JosephKosinski 2013 124 7 410125 89.02 54
277 22JumpStreet Action,Comedy,Crime PhilLord 2014 112 7.1 280110 191.62 71
278 Zodiac Crime,Drama,History DavidFincher 2007 157 7.7 329683 33.05 78
279 EverybodyWantsSome!! Comedy RichardLinklater 2016 117 7 36312 3.37 83,,
280 IronManThree Action,Adventure,Sci-Fi ShaneBlack 2013 130 7.2 591023 408.99 62
281 NowYouSeeMe Crime,Mystery,Thriller LouisLeterrier 2013 115 7.3 492324 117.7 50
282 SherlockHolmes Action,Adventure,Crime GuyRitchie 2009 128 7.6 501769 209.02 57
283 DeathProof Thriller QuentinTarantino 2007 113 7.1 220236 0 0,,
284 TheDanishGirl Biography,Drama,Romance TomHooper 2015 119 7 110773 12.71 66
285 Hercules Action,Adventure BrettRatner 2014 98 6 122838 72.66 47,
286 SuckerPunch Action,Fantasy ZackSnyder 2011 110 6.1 204874 36.38 33,
287 KeepingUpwiththeJoneses Action,Comedy GregMottola 2016 105 5.8 30405 14.9 34,
288 JupiterAscending Action,Adventure,Sci-Fi LanaWachowski 2015 127 5.3 150121 47.38 40
289 Masterminds Action,Comedy,Crime JaredHess 2016 95 5.8 26508 17.36 47
290 Iris Thriller JalilLespert 2016 99 6.1 726 0 0,,
291 Busanhaeng Action,Drama,Horror Sang-hoYeon 2016 118 7.5 58782 2.13 72
292 PitchPerfect Comedy,Music,Romance JasonMoore 2012 112 7.2 226631 65 66
293 Neighbors2:SororityRising Comedy NicholasStoller 2016 92 5.7 76327 55.29 58,,
294 TheException Drama DavidLeveaux 2016 107 7.7 96 0 0,,
295 ManofSteel Action,Adventure,Fantasy ZackSnyder 2013 143 7.1 577010 291.02 55
296 TheChoice Drama,Romance RossKatz 2016 111 6.6 20514 18.71 26,
297 IceAge:CollisionCourse Animation,Adventure,Comedy MikeThurmeier 2016 94 5.7 34523 64.06 34
298 TheDevilWearsPrada Comedy,Drama DavidFrankel 2006 109 6.8 302268 124.73 62,
299 TheInfiltrator Biography,Crime,Drama BradFurman 2016 127 7.1 43929 15.43 66
300 ThereWillBeBlood Drama,History PaulThomasAnderson 2007 158 8.1 400682 40.22 92,
301 TheEqualizer Action,Crime,Thriller AntoineFuqua 2014 132 7.2 249425 101.53 57
